template,id,bucket,matches,tested,best_query,evidence,note
utils/nuclei/templates/discover/application/networkedgeapplication/ivanti-connect-secure.yaml,ivanti-connect-secure-detect,confirmed,5,5,"http.html:""/dana-na/"" ""DSID""",http://50-116-35-69.ip.linodeusercontent.com:16054/dana-na/auth/url_default/welcome.cgi; http://23-239-11-212.ip.linodeusercontent.com:35250/dana-na/auth/url_default/welcome.cgi; http://85-159-210-170.ip.linodeusercontent.com:18181/dana-na/auth/url_default/welcome.cgi,live nuclei match
utils/nuclei/templates/discover/application/networkedgeapplication/palo-alto-globalprotect.yaml,palo-alto-globalprotect-detect,needs_update,0,5,"http.title:""GlobalProtect""","title=GlobalProtect Portal | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:19:13 GMT Last-Modified: Mon, 11 Dec 2017 04:17:19 GMT Content-Type: text/html; charset=UTF-8 Conn","Shodan evidence supports this product, but sampled live targets did not match"
utils/nuclei/templates/discover/application/networkedgeapplication/sonicwall-sma.yaml,sonicwall-sma-detect,confirmed,2,5,"http.title:""SonicWall""",http://8.209.249.96:63210; http://ecs-116-63-130-30.compute.hwclouds-dns.com:20121/cgi-bin/welcome,live nuclei match
utils/nuclei/templates/discover/application/networkedgeapplication/zscaler-private-access.yaml,zscaler-private-access-detect,confirmed,2,5,"http.html:""zscaler private access""",https://ec2-98-89-208-165.compute-1.amazonaws.com/login; https://config.private.zscaler.com/login,live nuclei match
utils/nuclei/templates/discover/application/networkfirewall/cisco-asa.yaml,cisco-asa-webmanagement-detect,not_confirmable,0,5,"http.title:""Cisco ASA""",title=Cisco ASA SSL VPN | data=HTTP/1.1 200 OK Cache-Control: no-store Connection: Keep-Alive Content-Length: 731 Content-Security-Policy: default-src 'self' 'unsafe-inlin,"Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkfirewall/cisco-firepower-device-manager.yaml,cisco-firepower-device-manager-detect,not_confirmable,0,5,"http.html:""FDM""","title=costruzioni e lavorazioni meccaniche di precisione FDM Veneto a Mossano VI | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:17:06 GMT Content-Type: text/html; charset=utf-8 Transfer-Encoding: chunked Connection: keep-alive","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkfirewall/cisco-firepower-management-center.yaml,cisco-firepower-management-center-detect,confirmed,4,5,"http.html:""Firepower Management Center""",https://172-234-214-211.ip.linodeusercontent.com/ui/login; https://domino.mms.cz:10443/ui/login; http://64.227.184.202/ui/login,live nuclei match
utils/nuclei/templates/discover/application/networkfirewall/fortinet-fortigate.yaml,fortinet-fortigate-webmanagement-detect,not_confirmable,0,5,"http.html:""FORTINET FORTIGATE""","title=Shrew Soft Inc : RECENT NEWS | product=nginx | data=HTTP/1.1 200 OK Server: nginx Date: Wed, 10 Jun 2026 05:22:01 GMT Content-Type: text/html; charset=UTF-8 Transfer-Encoding: chunked Connecti","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkfirewall/zyxel-device.yaml,zyxel-device-detect,confirmed,4,5,"http.title:""Zyxel""",http://172-234-151-170.ip.linodeusercontent.com:15040; http://47.251.176.95:15040; http://39.104.26.204:63210,live nuclei match
utils/nuclei/templates/discover/application/networkmanagementsystem/aruba-instant.yaml,aruba-instant-detect,not_confirmable,0,5,"http.html:""/login""",data=HTTP/1.1 200 OK content-type: text/html; charset=UTF-8 content-length: 9123 server: mini_httpd/1.19 19dec2003,"Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/asuswrt-router-web-ui.yaml,asuswrt-router-web-ui-detect,needs_update,0,5,"http.html:""/Main_Login.asp""","product=ASUS Wireless Router ZenWiFi AX | data=HTTP/1.0 200 OK Server: httpd/3.0 x-frame-options: SAMEORIGIN x-xss-protection: 1; mode=block Date: Wed, 10 Jun 2026 15:22:24 GMT Content-Ty","Shodan evidence supports this product, but sampled live targets did not match"
utils/nuclei/templates/discover/application/networkmanagementsystem/barracuda-email-security-gateway.yaml,barracuda-email-security-gateway-detect,needs_update,0,5,"http.html:""/cgi-bin/index.cgi""","data=HTTP/1.1 401 Authorization Required Date: Wed, 10 Jun 2026 23:14:34 GMT Server: WEB SERVER WWW-Authenticate: Basic realm=""MHG Administration","Shodan evidence supports this product, but sampled live targets did not match"
utils/nuclei/templates/discover/application/networkmanagementsystem/cisco-ios-web-management.yaml,cisco-ios-web-management-detect,not_confirmable,0,5,"http.html:""/login.html""","data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 10:20:07 GMT Content-Type: text/html; charset=utf-8 Content-Length: 2519 Connection: keep-alive X-Fra","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/cisco-ios-xe-web-ui.yaml,cisco-ios-xe-web-ui-detect,not_confirmable,0,5,"http.html:""/webui/""","title=Login | product=Apache httpd | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:24:23 GMT Server: Apache X-Frame-Options: SAMEORIGIN X-Content-Type-Options: nosniff X-XSS-Protect","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/cisco-ios-xr-web-management.yaml,cisco-ios-xr-web-management-detect,not_confirmable,0,5,"http.html:""/login.html""","title=SSL VPN Service | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:21:54 GMT Server: Debian/4.0 UPnP/1.0 miniupnpd/1.0 Last-Modified: Mon, 23 Nov 2020 08:38:39 GMT C","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/cisco-nx-os-web-management.yaml,cisco-nx-os-web-management-detect,not_confirmable,0,5,"http.html:""/login.html""","title=Web managerment Home | data=HTTP/1.1 200 OK Last-Modified: Fri, 31 May 2024 16:24:04 GMT Content-Length: 2560 Server: HTTPD Date: Wed, 10 Jun 2026 15:24:09 GMT Connecti","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/dell-sonic.yaml,dell-sonic-detect,not_confirmable,0,5,"http.html:""/.well-known/host-meta""","product=Apache httpd | data=HTTP/1.1 200 OK Date: Wed, 20 May 2026 13:09:58 GMT Server: Apache/2.2.27 (Amazon) X-Powered-By: PHP/5.3.28 Set-Cookie: PHPSESSID=3mijcfdj5f","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/dlink-router-web-ui.yaml,dlink-router-web-ui-detect,not_confirmable,0,5,"http.html:""/login.htm""","title=Same day flower delivery Maidenhead - Nash & Sons florist Berkshire | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:21:58 GMT Content-Type: text/html;charset=UTF-8 Transfer-Encoding: chunked Connection: keep-alive ","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/draytek-vigor-web-ui.yaml,draytek-vigor-web-ui-detect,confirmed,4,5,"http.html:""/weblogin.htm""",http://123-205-120-82.adsl.dynamic.seed.net.tw/weblogin.htm; http://114-34-164-213.hinet-ip.hinet.net:8888/weblogin.htm; https://42.116.184.165/weblogin.htm,live nuclei match
utils/nuclei/templates/discover/application/networkmanagementsystem/f5-bigip-tmui-configuration-utility.yaml,f5-bigip-detect,confirmed,3,5,"http.html:""/tmui/login.jsp""",https://146.190.167.163:8443/tmui/login.jsp; https://185.253.75.204/tmui/login.jsp; https://102.92.36.4/tmui/login.jsp,live nuclei match
utils/nuclei/templates/discover/application/networkmanagementsystem/generic-cradlepoint-web-management-console.yaml,cradlepoint-web-management-interface-detect,not_confirmable,0,5,"http.html:""/login/""","title=ZTE web server 1.0 ZTE corp 2015 | data=HTTP/1.1 200 OK Content-Length: 139452 Content-Type: text/html Server: WorkerMan Date: Wed, 10 Jun 2026 15:23:04 GMT","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/juniper-jweb.yaml,juniper-jweb-detect,confirmed,1,5,"http.html:""/login""",http://39.102.209.163:8906,live nuclei match
utils/nuclei/templates/discover/application/networkmanagementsystem/mikrotik-routeros-webfig.yaml,mikrotik-routeros-webfig-detect,confirmed,2,5,"http.html:""/webfig/""",http://154.160.77.18:12501; http://114.215.127.27:53480,live nuclei match
utils/nuclei/templates/discover/application/networkmanagementsystem/netgear-network-management.yaml,netgear-network-management-detect,not_confirmable,0,5,"http.html:""/login.htm""","title=SPC4300 - DELGADO | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 26 17:20:21 Content-Type: text/html Cache-Control: no-cache Connection: close Content-Length: 2509","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/ruckus-wireless-management.yaml,ruckus-wireless-management-detect,not_confirmable,0,5,"http.html:""/admin/login.jsp""","title=百凯集团OA系统[开发模式]
 | product=Apache Tomcat/Coyote JSP engine | data=HTTP/1.1 200 OK Server: Apache-Coyote/1.1 Set-Cookie: JSESSIONID=37207ECF17BAD6373978A5677A41AED1; Path=/ Pragma: No-cache Cache-Control: no","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/tenda-router-web-ui.yaml,tenda-router-web-ui-detect,not_confirmable,0,5,"http.html:""/login.html""","title=SSL VPN Service | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:21:54 GMT Server: Debian/4.0 UPnP/1.0 miniupnpd/1.0 Last-Modified: Mon, 23 Nov 2020 08:38:39 GMT C","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/totolink-router-web-ui.yaml,totolink-router-web-ui-detect,not_confirmable,0,5,"http.html:""/login.html""","title=Web managerment Home | data=HTTP/1.1 200 OK Last-Modified: Fri, 31 May 2024 16:24:04 GMT Content-Length: 2560 Server: HTTPD Date: Wed, 10 Jun 2026 15:24:09 GMT Connecti","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/tp-link-omada-controller.yaml,tp-link-omada-controller-detect,not_confirmable,0,5,"http.html:""/login""","title=深圳锐取工作流系统 | data=HTTP/1.1 200 OK Content-Length: 139447 Content-Type: text/html Server: MS-MFC-321-1/1.1 Date: Wed, 10 Jun 2026 15:22:22 GMT","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/ubiquiti-unifi-network.yaml,ubiquiti-unifi-network-detect,confirmed,1,5,"http.html:""/manage/account/login""",http://208.83.83.130:8081,live nuclei match
utils/nuclei/templates/discover/application/observabilityplatform/grafana.yaml,grafana-detect,confirmed,4,5,"http.title:""Grafana""",http://48.45.176.26:3000/login; http://static.245.108.201.195.clients.your-server.de:3001; https://grafana.mon.cebe.net/login,live nuclei match
utils/nuclei/templates/discover/application/observabilityplatform/kibana.yaml,kibana-detect,needs_update,0,5,"http.title:""Kibana""","title=Kibana | data=HTTP/1.1 200 OK Content-Length: 139424 Content-Type: text/html Server: ADB Broadband HTTP Server Date: Wed, 10 Jun 2026 15:20:34 GMT","Shodan evidence supports this product, but sampled live targets did not match"
utils/nuclei/templates/discover/application/observabilityplatform/prometheus.yaml,prometheus-detect,confirmed,3,5,"http.title:""Prometheus""",http://ec2-52-53-133-79.us-west-1.compute.amazonaws.com/api/v1/status/buildinfo; http://123.57.204.61:9090/api/v1/status/buildinfo; http://161.246.157.97:9090/api/v1/status/buildinfo,live nuclei match
utils/nuclei/templates/discover/application/outofbandapplication/dell-idrac.yaml,dell-idrac-detect,confirmed,5,5,"http.title:""iDRAC""",http://194.87.223.166:5801; http://194.87.223.166:5800; https://194.87.68.127:8002,live nuclei match
utils/nuclei/templates/discover/application/outofbandapplication/generic-redfish.yaml,generic-redfish-detect,confirmed,1,1,"http.html:""SessionService"" ""redfish""",https://hv-21.cloudee.eu/redfish/v1/,live nuclei match
utils/nuclei/templates/discover/application/outofbandapplication/hpe-ilo.yaml,hpe-ilo-detect,confirmed,3,5,"http.title:""HPE iLO""",https://194.87.68.127:8001; http://211.223.200.206; https://203.247.29.236,live nuclei match
utils/nuclei/templates/discover/application/secretmanagementapplication/vault.yaml,vault-detect,not_confirmable,0,0,"http.headers:""x-vault-cluster""",,no usable Shodan candidates
utils/nuclei/templates/discover/application/vdiapplication/apache-guacamole.yaml,apache-guacamole-detect,needs_update,0,3,"http.title:""Apache Guacamole""","title=Apache Guacamole | data=HTTP/1.1 200 Accept-Ranges: bytes ETag: W/""493-1645472838956"" Last-Modified: Mon, 21 Feb 2022 19:47:18 GMT Content-Type: text/html Content-L","Shodan evidence supports this product, but sampled live targets did not match"
utils/nuclei/templates/discover/application/vdiapplication/citrix-storefront.yaml,citrix-storefront-detect,confirmed,2,5,"http.html:""Citrix StoreFront""",https://beacon.rhenus.com; https://access-jp4.statestreet.com/logon/LogonPoint/tmindex.html,live nuclei match
utils/nuclei/templates/discover/application/vdiapplication/vmware-horizon.yaml,vmware-horizon-detect,not_confirmable,0,5,"http.html:""/portal/""","title=VPN Portal | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:33:29 GMT Server: xxxx X-Frame-Options: SAMEORIGIN Strict-Transport-Security: max-age=31536000 X-C","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/vdiapplication/windows-rdp.yaml,windows-rdp-detect,not_confirmable,0,5,"port:3389 product:""Remote Desktop""",product=Remote Desktop Protocol | data=Remote Desktop Protocol \x03\x00\x00\x13\x0e\xd0\x00\x00\x124\x00\x02\x0f\x08\x00\x02\x00\x00\x00,"Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/webserver/abyss.yaml,abyss-detect,not_confirmable,0,5,"http.html:""/console/""","title=200 &mdash; Document follows | data=HTTP/1.0 200 Document follows Server: MiniServ Date: Wed, 10 Jun 2026 15:20:34 GMT Content-type: text/html; Charset=utf-8 Connection: close","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/webserver/apache/apache.yaml,apache-detect,confirmed,1,5,"product:""Apache httpd""",http://140.227.21.27:8080,live nuclei match
utils/nuclei/templates/discover/application/webserver/apache/default-apache-page.yaml,default-apache-page-detect,confirmed,4,5,"http.html:""Apache2 Default Page""",http://45.83.152.103; http://38.247.75.212; http://107-140-71-100.lightspeed.sntcca.sbcglobal.net,live nuclei match
utils/nuclei/templates/discover/application/webserver/caddy.yaml,caddy-detect,not_confirmable,0,5,"http.html:""/debug/vars""","data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:22:59 GMT Content-Type: text/html; charset=utf-8 Transfer-Encoding: chunked","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/webserver/cherokee.yaml,cherokee-detect,not_confirmable,0,5,"http.html:""/server-status""",title=SHOUTcast Administrator | data=HTTP/1.0 200 OK content-type:text/html,"Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/webserver/iis.yaml,microsoft-iis-version,confirmed,4,5,"product:""Microsoft IIS""",http://ec2-13-63-137-51.eu-north-1.compute.amazonaws.com; http://115.245.81.118:8445; http://115.244.236.182:8085,live nuclei match
utils/nuclei/templates/discover/application/webserver/jetty.yaml,jetty-detect,not_confirmable,0,5,"http.html:""/stats""","title=Girabienes - Creatividad Motivacional | product=LiteSpeed httpd | data=HTTP/1.1 200 OK Connection: Keep-Alive Keep-Alive: timeout=5, max=100 Content-Type: text/html Last-Modified: Fri, 17 Apr 2026 16:48:17 GMT A","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/webserver/litespeed.yaml,litespeed-detect,not_confirmable,0,5,"http.html:""/phpinfo.php""","title=LNMP一键安装包 by Licess | product=nginx | data=HTTP/1.1 200 OK Server: nginx Date: Wed, 10 Jun 2026 15:22:05 GMT Content-Type: text/html Content-Length: 3196 Last-Modified: Wed, 27 Dec 20","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/webserver/nginx.yaml,nginx-version,confirmed,2,5,"product:""nginx""",http://140.150.33.222:8445; http://140.150.33.41:8445,live nuclei match
utils/nuclei/templates/discover/application/webserver/openresty.yaml,openresty-detect,confirmed,1,5,"http.html:""/nginx_status""",http://101.43.7.58,live nuclei match
utils/nuclei/templates/discover/application/webserver/tengine.yaml,tengine-detect,not_confirmable,0,5,"http.html:""/nginx_status""","product=Apache httpd | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 08:22:07 GMT Server: Apache/2.4.67 (Debian) Last-Modified: Fri, 22 Nov 2024 09:29:50 GMT ETag: ""100-6","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/webserver/tomcat/default-tomcat-manager.yaml,default-tomcat-manager-detect,needs_update,0,5,"http.title:""Tomcat Manager""","title=Tomcat Manager | product=nginx | data=HTTP/1.1 200 OK Server: nginx/1.29.3 Date: Tue, 09 Jun 2026 21:58:15 GMT Content-Type: text/html Content-Length: 521 Last-Modified: Tue, 18 ","Shodan evidence supports this product, but sampled live targets did not match"
utils/nuclei/templates/discover/application/webserver/tomcat/default-tomcat-page.yaml,default-tomcat-page-detect,confirmed,4,5,"http.title:""Apache Tomcat""",http://168.232.14.214:8080; http://41.141.193.70:79; http://195.229.58.3:9090,live nuclei match
utils/nuclei/templates/discover/application/webserver/tomcat/tomcat.yaml,tomcat-detect,needs_update,0,5,"product:""Apache Tomcat""","product=Apache Tomcat/Coyote JSP engine | data=HTTP/1.1 200 OK Server: Apache-Coyote/1.1 Content-Length: 0 Date: Wed, 10 Jun 2026 15:25:44 GMT","Shodan evidence supports this product, but sampled live targets did not match"
utils/nuclei/templates/discover/application/webserver/yaws.yaml,yaws-detect,not_confirmable,0,5,"http.html:""/stats""","data=HTTP/1.1 200 OK Content-Length: 835 Content-Type: text/html Server: yawcam Date: Wed, 10 Jun 2026 15:23:44 GMT","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/webserver/zws.yaml,zws-detect,not_confirmable,0,5,"http.html:""/manage""","title=PaperCut Login | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:23:02 GMT Server: RT-G32 UPnP/1.0 MiniUPnPd/1.2 Last-Modified: Sun, 25 Aug 2024 05:38:27 GMT Conte","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkmanagementsystem/cisco-dcnm.yml,cisco-dcnm-detect,not_confirmable,0,0,"http.html:""/dcnm-rest/v1/""",,no usable Shodan candidates
